title,address,access,age,floor,fee,management_fee,deposit,gratuity,madori,menseki
メインステージ市ヶ谷曙橋,東京都新宿区市谷仲之町,都営新宿線/曙橋駅 歩4分都営大江戸線/牛込柳町駅 歩6分東京メトロ丸ノ内線/四谷三丁目駅 歩12分,築18年12階建,12階,8.1万円,10000円,8.1万円,8.1万円,1K,20.16m2
メインステージ市ヶ谷曙橋,東京都新宿区市谷仲之町,都営新宿線/曙橋駅 歩4分都営大江戸線/牛込柳町駅 歩6分東京メトロ丸ノ内線/四谷三丁目駅 歩12分,築18年12階建,3階,8.2万円,12000円,-,-,1K,18.65m2
メインステージ市ヶ谷曙橋,東京都新宿区市谷仲之町,都営新宿線/曙橋駅 歩4分都営大江戸線/牛込柳町駅 歩6分東京メトロ丸ノ内線/四谷三丁目駅 歩12分,築18年12階建,7階,8.6万円,12000円,8.6万円,8.6万円,1K,23.4m2
メインステージ市ヶ谷曙橋,東京都新宿区市谷仲之町,都営新宿線/曙橋駅 歩4分都営大江戸線/牛込柳町駅 歩6分東京メトロ丸ノ内線/四谷三丁目駅 歩12分,築18年12階建,8階,8.9万円,12000円,-,8.9万円,1K,23.4m2
メインステージ市ヶ谷曙橋,東京都新宿区市谷仲之町,都営新宿線/曙橋駅 歩4分都営大江戸線/牛込柳町駅 歩6分東京メトロ丸ノ内線/四谷三丁目駅 歩12分,築18年12階建,2階,8.95万円,12000円,-,8.95万円,1K,23.4m2
レジデンス高田馬場,東京都新宿区高田馬場４,ＪＲ山手線/高田馬場駅 歩4分東京メトロ東西線/高田馬場駅 歩4分東京メトロ副都心線/西早稲田駅 歩14分,築11年2階建,1階,5.5万円,3000円,5.5万円,5.5万円,ワンルーム,11.55m2
レジデンス高田馬場,東京都新宿区高田馬場４,ＪＲ山手線/高田馬場駅 歩4分東京メトロ東西線/高田馬場駅 歩4分東京メトロ副都心線/西早稲田駅 歩14分,築11年2階建,2階,6.5万円,4000円,6.5万円,-,ワンルーム,12.73m2
ミストラル,東京都新宿区北新宿４,ＪＲ中央線/東中野駅 歩6分東京メトロ東西線/落合駅 歩7分ＪＲ中央線/大久保駅 歩11分,築5年2階建,1階,6.45万円,3500円,-,6.45万円,ワンルーム,10.08m2
ミストラル,東京都新宿区北新宿４,ＪＲ中央線/東中野駅 歩6分東京メトロ東西線/落合駅 歩7分ＪＲ中央線/大久保駅 歩11分,築5年2階建,1階,6.45万円,3500円,-,6.45万円,ワンルーム,10.08m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,2階,12.7万円,10000円,12.7万円,-,1K,25.12m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,3階,12.9万円,10000円,12.9万円,-,1K,26.14m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,3階,12.9万円,10000円,12.9万円,-,1K,25.04m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,2階,12.9万円,10000円,12.9万円,12.9万円,ワンルーム,25.01m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,4階,13.1万円,10000円,13.1万円,-,1K,25.12m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,4階,13.1万円,10000円,13.1万円,-,ワンルーム,25.12m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,5階,13.2万円,10000円,13.2万円,-,1K,25.12m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,5階,13.7万円,10000円,13.7万円,-,ワンルーム,26m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,2階,15.7万円,10000円,15.7万円,15.7万円,1DK,30.59m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,2階,15.9万円,10000円,15.9万円,15.9万円,1DK,30.59m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,5階,16.1万円,10000円,16.1万円,16.1万円,1DK,31.18m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,1階,19.2万円,15000円,19.2万円,19.2万円,1LDK,40.03m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,2階,19.4万円,15000円,19.4万円,19.4万円,1LDK,40.21m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,1階,19.5万円,15000円,19.5万円,19.5万円,1LDK,40.21m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,2階,19.6万円,15000円,19.6万円,19.6万円,1LDK,40.03m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,4階,20.2万円,15000円,20.2万円,20.2万円,1LDK,40.21m2
ザ・パークハビオ新宿,東京都新宿区新宿６,都営新宿線/新宿三丁目駅 歩7分東京メトロ丸ノ内線/新宿御苑前駅 歩8分ＪＲ山手線/新宿駅 歩13分,築4年地下1地上7階建,4階,20.5万円,15000円,20.5万円,20.5万円,1LDK,40.21m2
プチハウス２,東京都新宿区大久保２,ＪＲ山手線/新大久保駅 歩7分東京メトロ副都心線/東新宿駅 歩8分東京メトロ副都心線/西早稲田駅 歩9分,築1年2階建,2階,8.5万円,-,8.5万円,-,1K,15.52m2
フェニックス下落合,東京都新宿区上落合２,西武新宿線/下落合駅 歩5分西武新宿線/中井駅 歩5分東京メトロ東西線/落合駅 歩10分,築22年8階建,5階,7.3万円,6000円,7.3万円,7.3万円,1K,20.07m2
フェニックス下落合,東京都新宿区上落合２,西武新宿線/下落合駅 歩5分西武新宿線/中井駅 歩5分東京メトロ東西線/落合駅 歩10分,築22年8階建,6階,7.3万円,6000円,7.3万円,7.3万円,1K,20.07m2
グランヴァン西落合,東京都新宿区西落合３,都営大江戸線/落合南長崎駅 歩5分西武池袋線/東長崎駅 歩12分西武新宿線/新井薬師前駅 歩16分,築23年4階建,1階,6.9万円,5000円,6.9万円,6.9万円,1K,20m2
グランヴァン西落合,東京都新宿区西落合３,都営大江戸線/落合南長崎駅 歩5分西武池袋線/東長崎駅 歩12分西武新宿線/新井薬師前駅 歩16分,築23年4階建,3階,6万円,15000円,-,6万円,1K,19.33m2
グランヴァン西落合,東京都新宿区西落合３,都営大江戸線/落合南長崎駅 歩5分西武池袋線/東長崎駅 歩12分西武新宿線/新井薬師前駅 歩16分,築23年4階建,3階,6.2万円,15000円,-,6.2万円,1K,19.33m2
コンポジット早稲田,東京都新宿区西早稲田２,東京メトロ副都心線/西早稲田駅 歩2分東京メトロ東西線/高田馬場駅 歩8分東京メトロ東西線/早稲田駅 歩13分,築3年4階建,1階,9.4万円,8000円,9.4万円,9.4万円,ワンルーム,25.06m2
コンポジット早稲田,東京都新宿区西早稲田２,東京メトロ副都心線/西早稲田駅 歩2分東京メトロ東西線/高田馬場駅 歩8分東京メトロ東西線/早稲田駅 歩13分,築3年4階建,4階,12.2万円,8000円,12.2万円,12.2万円,2K,29.7m2
レガーロ西早稲田,東京都新宿区西早稲田２,東京メトロ副都心線/西早稲田駅 歩2分ＪＲ山手線/高田馬場駅 歩8分都電荒川線/学習院下駅 歩9分,築14年地下1地上15階建,7階,10.2万円,8000円,20.4万円,10.2万円,ワンルーム,27.6m2
レガーロ西早稲田,東京都新宿区西早稲田２,東京メトロ副都心線/西早稲田駅 歩2分ＪＲ山手線/高田馬場駅 歩8分都電荒川線/学習院下駅 歩9分,築14年地下1地上15階建,7階,10.2万円,10000円,20.4万円,10.2万円,ワンルーム,51.17m2
レガーロ西早稲田,東京都新宿区西早稲田２,東京メトロ副都心線/西早稲田駅 歩2分ＪＲ山手線/高田馬場駅 歩8分都電荒川線/学習院下駅 歩9分,築14年地下1地上15階建,7階,13万円,8000円,13万円,13万円,1DK,34.74m2
レガーロ西早稲田,東京都新宿区西早稲田２,東京メトロ副都心線/西早稲田駅 歩2分ＪＲ山手線/高田馬場駅 歩8分都電荒川線/学習院下駅 歩9分,築14年地下1地上15階建,7階,17.8万円,10000円,35.6万円,17.8万円,1LDK,48.24m2
レガーロ西早稲田,東京都新宿区西早稲田２,東京メトロ副都心線/西早稲田駅 歩2分ＪＲ山手線/高田馬場駅 歩8分都電荒川線/学習院下駅 歩9分,築14年地下1地上15階建,10階,18.4万円,10000円,18.4万円,18.4万円,1LDK,48.24m2
レガーロ西早稲田,東京都新宿区西早稲田２,東京メトロ副都心線/西早稲田駅 歩2分ＪＲ山手線/高田馬場駅 歩8分都電荒川線/学習院下駅 歩9分,築14年地下1地上15階建,14階,18.9万円,10000円,37.8万円,18.9万円,1LDK,51.17m2
ノアズアーク,東京都新宿区中落合１,西武新宿線/中井駅 歩2分東京メトロ東西線/落合駅 歩8分ＪＲ中央線/東中野駅 歩15分,新築4階建,1階,8.4万円,7000円,-,-,ワンルーム,19m2
ノアズアーク,東京都新宿区中落合１,西武新宿線/中井駅 歩2分東京メトロ東西線/落合駅 歩8分ＪＲ中央線/東中野駅 歩15分,新築4階建,2階,8.5万円,7000円,-,-,ワンルーム,18.04m2
ノアズアーク,東京都新宿区中落合１,西武新宿線/中井駅 歩2分東京メトロ東西線/落合駅 歩8分ＪＲ中央線/東中野駅 歩15分,新築4階建,3階,8.5万円,7000円,-,-,ワンルーム,18.04m2
ノアズアーク,東京都新宿区中落合１,西武新宿線/中井駅 歩2分東京メトロ東西線/落合駅 歩8分ＪＲ中央線/東中野駅 歩15分,新築4階建,4階,8.6万円,6000円,-,-,ワンルーム,18.04m2
ノアズアーク,東京都新宿区中落合１,西武新宿線/中井駅 歩2分東京メトロ東西線/落合駅 歩8分ＪＲ中央線/東中野駅 歩15分,新築4階建,4階,8.6万円,7000円,-,-,ワンルーム,18.04m2
QUQURI北新宿,東京都新宿区北新宿３,ＪＲ山手線/新宿駅 歩20分ＪＲ中央線/大久保駅 歩7分東京メトロ丸ノ内線/西新宿駅 歩15分,新築地下1地上2階建,B1階,6.5万円,5000円,-,-,ワンルーム,9.03m2
QUQURI北新宿,東京都新宿区北新宿３,ＪＲ山手線/新宿駅 歩20分ＪＲ中央線/大久保駅 歩7分東京メトロ丸ノ内線/西新宿駅 歩15分,新築地下1地上2階建,1階,6.5万円,5000円,-,-,ワンルーム,9.02m2
QUQURI北新宿,東京都新宿区北新宿３,ＪＲ山手線/新宿駅 歩20分ＪＲ中央線/大久保駅 歩7分東京メトロ丸ノ内線/西新宿駅 歩15分,新築地下1地上2階建,B1階,6.6万円,5000円,-,-,ワンルーム,9.03m2
QUQURI北新宿,東京都新宿区北新宿３,ＪＲ山手線/新宿駅 歩20分ＪＲ中央線/大久保駅 歩7分東京メトロ丸ノ内線/西新宿駅 歩15分,新築地下1地上2階建,1階,6.6万円,5000円,-,-,ワンルーム,9.03m2
QUQURI北新宿,東京都新宿区北新宿３,ＪＲ山手線/新宿駅 歩20分ＪＲ中央線/大久保駅 歩7分東京メトロ丸ノ内線/西新宿駅 歩15分,新築地下1地上2階建,2階,6.95万円,5000円,-,-,ワンルーム,13.42m2
QUQURI北新宿,東京都新宿区北新宿３,ＪＲ山手線/新宿駅 歩20分ＪＲ中央線/大久保駅 歩7分東京メトロ丸ノ内線/西新宿駅 歩15分,新築地下1地上2階建,1階,6.95万円,5000円,-,-,ワンルーム,9.03m2
QUQURI北新宿,東京都新宿区北新宿３,ＪＲ山手線/新宿駅 歩20分ＪＲ中央線/大久保駅 歩7分東京メトロ丸ノ内線/西新宿駅 歩15分,新築地下1地上2階建,2階,6.95万円,5000円,-,-,ワンルーム,9m2
QUQURI北新宿,東京都新宿区北新宿３,ＪＲ山手線/新宿駅 歩20分ＪＲ中央線/大久保駅 歩7分東京メトロ丸ノ内線/西新宿駅 歩15分,新築地下1地上2階建,2階,7万円,5000円,-,-,ワンルーム,9.03m2
QUQURI北新宿,東京都新宿区北新宿３,ＪＲ山手線/新宿駅 歩20分ＪＲ中央線/大久保駅 歩7分東京メトロ丸ノ内線/西新宿駅 歩15分,新築地下1地上2階建,2階,7万円,5000円,-,-,ワンルーム,9.03m2
QUQURI北新宿,東京都新宿区北新宿３,ＪＲ山手線/新宿駅 歩20分ＪＲ中央線/大久保駅 歩7分東京メトロ丸ノ内線/西新宿駅 歩15分,新築地下1地上2階建,2階,7.05万円,5000円,-,-,ワンルーム,9.03m2
QUQURI北新宿,東京都新宿区北新宿３,ＪＲ山手線/新宿駅 歩20分ＪＲ中央線/大久保駅 歩7分東京メトロ丸ノ内線/西新宿駅 歩15分,新築地下1地上2階建,2階,7.1万円,5000円,-,-,ワンルーム,9.03m2
スカイコート新宿落合第6,東京都新宿区上落合３,都営大江戸線/中井駅 歩6分東京メトロ東西線/落合駅 歩8分ＪＲ中央線/東中野駅 歩11分,築22年4階建,3階,6.9万円,6000円,6.9万円,6.9万円,1K,18.48m2
スカイコート新宿落合第6,東京都新宿区上落合３,都営大江戸線/中井駅 歩6分東京メトロ東西線/落合駅 歩8分ＪＲ中央線/東中野駅 歩11分,築22年4階建,3階,6.93万円,6000円,6.93万円,6.93万円,1K,18.48m2
スカイコート新宿落合第6,東京都新宿区上落合３,都営大江戸線/中井駅 歩6分東京メトロ東西線/落合駅 歩8分ＪＲ中央線/東中野駅 歩11分,築22年4階建,4階,7.2万円,5000円,7.2万円,7.2万円,1K,18.48m2
スカイコート新宿落合第6,東京都新宿区上落合３,都営大江戸線/中井駅 歩6分東京メトロ東西線/落合駅 歩8分ＪＲ中央線/東中野駅 歩11分,築22年4階建,4階,7.3万円,6000円,7.3万円,-,1K,18.48m2
スカイコート新宿落合第6,東京都新宿区上落合３,都営大江戸線/中井駅 歩6分東京メトロ東西線/落合駅 歩8分ＪＲ中央線/東中野駅 歩11分,築22年4階建,3階,7.3万円,6000円,7.3万円,-,1K,18.48m2
アーバンプレイス神楽坂２,東京都新宿区南榎町,東京メトロ東西線/神楽坂駅 歩7分都営大江戸線/牛込柳町駅 歩9分東京メトロ東西線/早稲田駅 歩11分,築8年2階建,1階,5.7万円,4000円,5.7万円,5.7万円,ワンルーム,10.55m2
北原ビル,東京都新宿区新小川町,ＪＲ中央線/飯田橋駅 歩6分東京メトロ東西線/神楽坂駅 歩10分東京メトロ丸ノ内線/後楽園駅 歩14分,築50年4階建,2階,11万円,5000円,11万円,11万円,1LDK,35.22m2
東京メトロ東西線 早稲田駅 14階建 築14年,東京都新宿区弁天町,東京メトロ東西線/早稲田駅 歩6分都営大江戸線/牛込柳町駅 歩8分東京メトロ東西線/神楽坂駅 歩9分,築14年14階建,5階,9.2万円,8000円,9.2万円,9.2万円,1K,21.15m2
東京メトロ東西線 早稲田駅 14階建 築14年,東京都新宿区弁天町,東京メトロ東西線/早稲田駅 歩6分都営大江戸線/牛込柳町駅 歩8分東京メトロ東西線/神楽坂駅 歩9分,築14年14階建,9階,9.4万円,8000円,9.4万円,9.4万円,1K,21.15m2
東京メトロ東西線 早稲田駅 14階建 築14年,東京都新宿区弁天町,東京メトロ東西線/早稲田駅 歩6分都営大江戸線/牛込柳町駅 歩8分東京メトロ東西線/神楽坂駅 歩9分,築14年14階建,3階,9.7万円,8000円,9.7万円,9.7万円,ワンルーム,25.21m2
東京メトロ東西線 早稲田駅 15階建 築14年,東京都新宿区弁天町,東京メトロ東西線/早稲田駅 歩6分都営大江戸線/牛込柳町駅 歩8分東京メトロ東西線/神楽坂駅 歩8分,築14年15階建,5階,9.1万円,8000円,9.1万円,9.1万円,1K,21.21m2
東京メトロ東西線 早稲田駅 15階建 築14年,東京都新宿区弁天町,東京メトロ東西線/早稲田駅 歩6分都営大江戸線/牛込柳町駅 歩8分東京メトロ東西線/神楽坂駅 歩8分,築14年15階建,3階,9.5万円,8000円,9.5万円,9.5万円,1K,23.26m2
東京メトロ東西線 早稲田駅 15階建 築14年,東京都新宿区弁天町,東京メトロ東西線/早稲田駅 歩6分都営大江戸線/牛込柳町駅 歩8分東京メトロ東西線/神楽坂駅 歩8分,築14年15階建,4階,11.6万円,8000円,11.6万円,-,1K,31.05m2
東京メトロ東西線 早稲田駅 15階建 築14年,東京都新宿区弁天町,東京メトロ東西線/早稲田駅 歩6分都営大江戸線/牛込柳町駅 歩8分東京メトロ東西線/神楽坂駅 歩8分,築14年15階建,4階,12.4万円,8000円,12.4万円,-,1K,31.05m2
フレールK&Y,東京都新宿区舟町,東京メトロ丸ノ内線/四谷三丁目駅 歩1分都営新宿線/曙橋駅 歩6分東京メトロ丸ノ内線/新宿御苑前駅 歩11分,築16年12階建,4階,10.7万円,8000円,10.7万円,10.7万円,1K,28.87m2
フレールK&Y,東京都新宿区舟町,東京メトロ丸ノ内線/四谷三丁目駅 歩1分都営新宿線/曙橋駅 歩6分東京メトロ丸ノ内線/新宿御苑前駅 歩11分,築16年12階建,4階,10.7万円,8000円,10.7万円,10.7万円,1K,28.87m2
フレールK&Y,東京都新宿区舟町,東京メトロ丸ノ内線/四谷三丁目駅 歩1分都営新宿線/曙橋駅 歩6分東京メトロ丸ノ内線/新宿御苑前駅 歩11分,築16年12階建,3階,10.7万円,8000円,10.7万円,10.7万円,1K,28.12m2
フレールK&Y,東京都新宿区舟町,東京メトロ丸ノ内線/四谷三丁目駅 歩1分都営新宿線/曙橋駅 歩6分東京メトロ丸ノ内線/新宿御苑前駅 歩11分,築16年12階建,5階,10.8万円,8000円,10.8万円,10.8万円,1K,28.12m2
